identity,reference_image,detector_success,det_thresh,bbox
4112,Data/img_align_celeba/035610.jpg,True,0.1,"[51.47675704956055,59.11248016357422,142.59532165527344,193.01974487304688]"
4112,Data/img_align_celeba/037970.jpg,True,0.1,"[55.68109130859375,63.58934783935547,140.7974853515625,192.4381103515625]"
4237,Data/img_align_celeba/026511.jpg,True,0.1,"[48.02888870239258,62.29758071899414,129.06211853027344,182.5482177734375]"
4237,Data/img_align_celeba/030888.jpg,True,0.1,"[43.39046096801758,60.49955368041992,125.30976104736328,183.26519775390625]"
4237,Data/img_align_celeba/055469.jpg,True,0.1,"[52.5133171081543,62.09283447265625,134.48049926757812,183.80621337890625]"
4262,Data/img_align_celeba/014166.jpg,True,0.1,"[52.279212951660156,69.66292572021484,125.58525848388672,173.80946350097656]"
4262,Data/img_align_celeba/018888.jpg,True,0.1,"[48.84681701660156,74.837158203125,126.07228088378906,173.16229248046875]"
4262,Data/img_align_celeba/021878.jpg,True,0.1,"[40.552791595458984,63.55167007446289,123.07354736328125,177.80650329589844]"
4343,Data/img_align_celeba/027935.jpg,True,0.1,"[50.746803283691406,59.1296272277832,136.0366668701172,192.0136260986328]"
4343,Data/img_align_celeba/033142.jpg,True,0.1,"[47.86000442504883,61.288211822509766,132.6778564453125,188.8885955810547]"
4343,Data/img_align_celeba/035928.jpg,True,0.1,"[40.914798736572266,65.91421508789062,125.81170654296875,184.60916137695312]"
4367,Data/img_align_celeba/014316.jpg,True,0.1,"[47.490482330322266,53.197208404541016,139.9409942626953,185.55613708496094]"
4367,Data/img_align_celeba/023353.jpg,True,0.1,"[44.33031463623047,53.65534591674805,137.29391479492188,188.0093231201172]"
4367,Data/img_align_celeba/026008.jpg,True,0.1,"[52.67805480957031,56.555973052978516,140.22628784179688,181.29843139648438]"
4416,Data/img_align_celeba/021161.jpg,True,0.1,"[46.179161071777344,68.68539428710938,131.35830688476562,186.8369140625]"
4416,Data/img_align_celeba/023310.jpg,True,0.1,"[50.3804931640625,69.08592224121094,132.44419860839844,182.07608032226562]"
4416,Data/img_align_celeba/023864.jpg,True,0.1,"[48.92699432373047,68.16034698486328,135.20652770996094,184.0463409423828]"
4426,Data/img_align_celeba/032099.jpg,True,0.1,"[51.350311279296875,63.41925048828125,135.83265686035156,178.4458770751953]"
4426,Data/img_align_celeba/041693.jpg,True,0.1,"[49.22592544555664,62.530487060546875,138.47662353515625,183.3947296142578]"
4426,Data/img_align_celeba/058517.jpg,True,0.1,"[44.32109451293945,61.51374435424805,134.40878295898438,183.18450927734375]"
4427,Data/img_align_celeba/009791.jpg,True,0.1,"[49.193416595458984,63.57978057861328,137.34068298339844,181.54042053222656]"
4427,Data/img_align_celeba/020412.jpg,True,0.1,"[48.41848373413086,61.76165008544922,139.94979858398438,183.21458435058594]"
4427,Data/img_align_celeba/028615.jpg,True,0.1,"[52.644744873046875,64.3670883178711,142.1985626220703,178.7633056640625]"
4430,Data/img_align_celeba/014788.jpg,True,0.1,"[52.962894439697266,64.06755828857422,131.84019470214844,180.76560974121094]"
4430,Data/img_align_celeba/018624.jpg,True,0.1,"[39.76267623901367,59.84978485107422,123.47765350341797,179.9590301513672]"
4430,Data/img_align_celeba/024448.jpg,True,0.1,"[44.55001449584961,61.886878967285156,121.71415710449219,175.4047088623047]"
4431,Data/img_align_celeba/017433.jpg,True,0.1,"[55.84217071533203,58.78300094604492,136.541015625,184.11546325683594]"
4431,Data/img_align_celeba/019524.jpg,True,0.1,"[51.31740951538086,59.13581466674805,131.9073486328125,186.3733673095703]"
4431,Data/img_align_celeba/028684.jpg,True,0.1,"[46.07263946533203,60.1569709777832,129.9969482421875,175.18301391601562]"
4534,Data/img_align_celeba/032341.jpg,True,0.1,"[51.155818939208984,76.03719329833984,122.40362548828125,183.7461700439453]"
4534,Data/img_align_celeba/035763.jpg,True,0.1,"[34.9735221862793,70.71841430664062,123.11206817626953,186.16970825195312]"
4534,Data/img_align_celeba/036971.jpg,True,0.1,"[50.62502670288086,71.60204315185547,124.77731323242188,178.74742126464844]"
4569,Data/img_align_celeba/061379.jpg,True,0.1,"[55.690555572509766,67.10952758789062,137.8401336669922,176.97634887695312]"
4569,Data/img_align_celeba/062294.jpg,True,0.1,"[35.32598114013672,61.426719665527344,131.966796875,186.75401306152344]"
4569,Data/img_align_celeba/065052.jpg,True,0.1,"[47.13488006591797,68.97671508789062,136.04153442382812,179.30918884277344]"
4600,Data/img_align_celeba/023055.jpg,True,0.1,"[52.67118835449219,68.6141586303711,141.32266235351562,184.85015869140625]"
4600,Data/img_align_celeba/023691.jpg,True,0.1,"[47.849361419677734,67.12763977050781,141.30581665039062,189.1602020263672]"
4600,Data/img_align_celeba/025315.jpg,True,0.1,"[29.681381225585938,65.90428161621094,125.39400482177734,189.1297607421875]"
4631,Data/img_align_celeba/029405.jpg,True,0.1,"[31.83144760131836,57.3432502746582,121.60330963134766,180.10281372070312]"
4631,Data/img_align_celeba/052137.jpg,True,0.1,"[40.561546325683594,56.37470245361328,131.59092712402344,181.81036376953125]"
4631,Data/img_align_celeba/055987.jpg,True,0.1,"[36.71193313598633,52.214393615722656,134.83358764648438,188.8340606689453]"
4873,Data/img_align_celeba/009226.jpg,True,0.1,"[40.78705978393555,58.35007095336914,134.99807739257812,186.939697265625]"
4873,Data/img_align_celeba/010272.jpg,True,0.1,"[50.491737365722656,61.3662223815918,139.59173583984375,180.46322631835938]"
4873,Data/img_align_celeba/010459.jpg,True,0.1,"[40.922760009765625,58.83573532104492,129.28854370117188,178.61924743652344]"
4887,Data/img_align_celeba/003646.jpg,True,0.1,"[45.49791717529297,68.82453155517578,130.23129272460938,188.5650177001953]"
4887,Data/img_align_celeba/009795.jpg,True,0.1,"[38.871246337890625,67.05609130859375,131.05545043945312,195.78370666503906]"
4887,Data/img_align_celeba/018583.jpg,True,0.1,"[37.324317932128906,60.08020782470703,126.67152404785156,192.47830200195312]"
4936,Data/img_align_celeba/042145.jpg,True,0.1,"[48.126338958740234,64.05125427246094,126.35889434814453,176.95697021484375]"
4936,Data/img_align_celeba/046770.jpg,True,0.1,"[47.267826080322266,59.19361877441406,125.22459411621094,174.34283447265625]"
4936,Data/img_align_celeba/046887.jpg,True,0.1,"[48.45839309692383,67.57958221435547,127.47428131103516,175.98983764648438]"
5094,Data/img_align_celeba/020823.jpg,True,0.1,"[40.06510543823242,73.25067138671875,120.58243560791016,176.38809204101562]"
5094,Data/img_align_celeba/025481.jpg,True,0.1,"[49.197509765625,67.28823852539062,141.5076141357422,181.14285278320312]"
5094,Data/img_align_celeba/028821.jpg,True,0.1,"[51.12527847290039,70.6566390991211,134.06954956054688,174.74169921875]"
5095,Data/img_align_celeba/051659.jpg,True,0.1,"[48.87825393676758,71.00384521484375,133.95510864257812,176.08995056152344]"
5095,Data/img_align_celeba/051689.jpg,True,0.1,"[31.53669548034668,66.84955596923828,123.77023315429688,188.0033416748047]"
5095,Data/img_align_celeba/064209.jpg,True,0.1,"[43.61769104003906,70.7346420288086,125.48419952392578,188.79513549804688]"
5135,Data/img_align_celeba/015498.jpg,True,0.1,"[55.05304718017578,68.79685974121094,136.86647033691406,176.80641174316406]"
5135,Data/img_align_celeba/027236.jpg,True,0.1,"[54.15274429321289,65.70635223388672,126.84748840332031,176.46173095703125]"
5135,Data/img_align_celeba/035296.jpg,True,0.1,"[48.298553466796875,61.47032165527344,127.38082122802734,178.0426788330078]"
5147,Data/img_align_celeba/008871.jpg,True,0.1,"[29.89800453186035,62.138694763183594,121.48975372314453,184.54664611816406]"
5147,Data/img_align_celeba/011150.jpg,True,0.1,"[56.97874069213867,63.039241790771484,135.7122802734375,182.1151885986328]"
5147,Data/img_align_celeba/015650.jpg,True,0.1,"[53.81626510620117,63.57864761352539,133.9499053955078,177.9535675048828]"
5195,Data/img_align_celeba/023936.jpg,True,0.1,"[43.209014892578125,68.49769592285156,127.71673583984375,188.82717895507812]"
5195,Data/img_align_celeba/027133.jpg,True,0.1,"[48.30377197265625,61.29841995239258,128.567138671875,189.38461303710938]"
5195,Data/img_align_celeba/035100.jpg,True,0.1,"[49.62676239013672,64.85004425048828,130.50917053222656,189.2998504638672]"
5221,Data/img_align_celeba/033996.jpg,True,0.1,"[53.43911361694336,60.43069839477539,141.02049255371094,193.00233459472656]"
5221,Data/img_align_celeba/034293.jpg,True,0.1,"[41.08859634399414,60.0617561340332,135.15171813964844,184.6678009033203]"
5221,Data/img_align_celeba/035248.jpg,True,0.1,"[45.231117248535156,59.73417282104492,136.5644073486328,179.3979034423828]"
5240,Data/img_align_celeba/010208.jpg,True,0.1,"[39.57762145996094,61.65456008911133,126.99292755126953,184.8095245361328]"
5240,Data/img_align_celeba/024731.jpg,True,0.1,"[39.0813102722168,66.73308563232422,122.49618530273438,177.11245727539062]"
5240,Data/img_align_celeba/033531.jpg,True,0.1,"[42.129432678222656,71.47955322265625,120.12577819824219,175.9543914794922]"
5341,Data/img_align_celeba/028646.jpg,True,0.1,"[47.69174575805664,63.188297271728516,139.08676147460938,187.73385620117188]"
5341,Data/img_align_celeba/029870.jpg,True,0.1,"[36.59189224243164,61.5280876159668,127.41206359863281,185.153076171875]"
5341,Data/img_align_celeba/031080.jpg,True,0.1,"[51.44741439819336,69.90779113769531,137.63671875,182.97720336914062]"
5577,Data/img_align_celeba/029589.jpg,True,0.1,"[47.62428283691406,61.45137405395508,134.23434448242188,173.89028930664062]"
5577,Data/img_align_celeba/041140.jpg,True,0.1,"[41.31282424926758,63.75390625,133.34132385253906,181.72348022460938]"
5577,Data/img_align_celeba/057391.jpg,True,0.1,"[38.103248596191406,64.83781433105469,125.90166473388672,174.00169372558594]"
5595,Data/img_align_celeba/022577.jpg,True,0.1,"[49.44037628173828,60.803497314453125,127.8050537109375,177.64634704589844]"
5595,Data/img_align_celeba/026805.jpg,True,0.1,"[49.788516998291016,63.742523193359375,122.7134017944336,183.9156036376953]"
5595,Data/img_align_celeba/029120.jpg,True,0.1,"[46.46358871459961,56.31181716918945,128.97103881835938,181.3882598876953]"
5747,Data/img_align_celeba/021785.jpg,True,0.1,"[42.14397048950195,63.192195892333984,131.4838104248047,185.32228088378906]"
5747,Data/img_align_celeba/025110.jpg,True,0.1,"[38.88048553466797,68.69316101074219,122.63871002197266,176.31021118164062]"
5747,Data/img_align_celeba/025636.jpg,True,0.1,"[46.38933563232422,68.45813751220703,127.50328063964844,178.02627563476562]"
5860,Data/img_align_celeba/031115.jpg,True,0.1,"[52.355323791503906,67.25556182861328,131.60897827148438,182.3786163330078]"
5860,Data/img_align_celeba/031296.jpg,True,0.1,"[48.42600631713867,61.5700798034668,134.10166931152344,180.89622497558594]"
5860,Data/img_align_celeba/033759.jpg,True,0.1,"[42.58027648925781,65.60099792480469,127.81360626220703,181.14297485351562]"
5950,Data/img_align_celeba/015822.jpg,True,0.1,"[48.54723358154297,58.21809768676758,131.93775939941406,174.22116088867188]"
5950,Data/img_align_celeba/025095.jpg,True,0.1,"[43.32484436035156,60.81133270263672,135.34779357910156,187.18833923339844]"
5950,Data/img_align_celeba/038913.jpg,True,0.1,"[38.60627365112305,49.33995819091797,136.42103576660156,185.654052734375]"
5973,Data/img_align_celeba/024104.jpg,True,0.1,"[53.548274993896484,58.538352966308594,144.83775329589844,184.3492431640625]"
5973,Data/img_align_celeba/025586.jpg,True,0.1,"[53.5503044128418,64.18627166748047,135.31875610351562,181.9398193359375]"
5973,Data/img_align_celeba/033458.jpg,True,0.1,"[46.665863037109375,62.03398895263672,139.1944580078125,186.690673828125]"
5982,Data/img_align_celeba/016022.jpg,True,0.1,"[48.120723724365234,62.083709716796875,130.451904296875,183.28797912597656]"
5982,Data/img_align_celeba/018868.jpg,True,0.1,"[36.38227844238281,63.04193878173828,124.55775451660156,186.3380126953125]"
5982,Data/img_align_celeba/019127.jpg,True,0.1,"[36.87259292602539,63.49192810058594,116.74788665771484,178.7830047607422]"
6046,Data/img_align_celeba/018801.jpg,True,0.1,"[59.57968521118164,71.78706359863281,139.05039978027344,178.23831176757812]"
6046,Data/img_align_celeba/019992.jpg,True,0.1,"[39.23765563964844,69.69127655029297,122.8502426147461,180.4468231201172]"
6046,Data/img_align_celeba/031291.jpg,True,0.1,"[54.64495849609375,68.98146057128906,140.1148681640625,182.9976806640625]"
6119,Data/img_align_celeba/021243.jpg,True,0.1,"[49.2266960144043,69.27537536621094,129.5916748046875,176.89735412597656]"
6119,Data/img_align_celeba/028889.jpg,True,0.1,"[50.0806884765625,71.76874542236328,122.0704116821289,182.2796173095703]"
6119,Data/img_align_celeba/033419.jpg,True,0.1,"[45.26175308227539,63.619407653808594,132.89083862304688,184.55105590820312]"
6217,Data/img_align_celeba/061129.jpg,True,0.1,"[44.699981689453125,64.88561248779297,136.60275268554688,192.50479125976562]"
6217,Data/img_align_celeba/061784.jpg,True,0.1,"[49.783714294433594,52.34089279174805,146.64674377441406,186.42886352539062]"
6217,Data/img_align_celeba/062023.jpg,True,0.1,"[34.66230392456055,55.19135284423828,126.86199188232422,188.1982421875]"
6256,Data/img_align_celeba/022858.jpg,True,0.1,"[48.86454391479492,67.05059814453125,130.7676544189453,177.09230041503906]"
6256,Data/img_align_celeba/029280.jpg,True,0.1,"[55.296016693115234,57.58293914794922,149.75440979003906,189.4267120361328]"
6256,Data/img_align_celeba/030701.jpg,True,0.1,"[47.10699462890625,81.94669342041016,126.63470458984375,180.60362243652344]"
6354,Data/img_align_celeba/007130.jpg,True,0.1,"[57.42697525024414,64.86074829101562,147.2798309326172,176.9287872314453]"
6354,Data/img_align_celeba/013592.jpg,True,0.1,"[38.9223747253418,69.85063934326172,119.89501190185547,175.77481079101562]"
6354,Data/img_align_celeba/024124.jpg,True,0.1,"[55.0379753112793,62.9702033996582,134.2851104736328,181.13259887695312]"
6444,Data/img_align_celeba/024196.jpg,True,0.1,"[31.8394775390625,62.28213882446289,122.46665954589844,185.32955932617188]"
6444,Data/img_align_celeba/033975.jpg,True,0.1,"[29.911304473876953,58.8699951171875,120.41487884521484,190.23728942871094]"
6444,Data/img_align_celeba/040764.jpg,True,0.1,"[47.95091247558594,86.4833755493164,116.6898422241211,191.82505798339844]"
6481,Data/img_align_celeba/021982.jpg,True,0.1,"[67.07764434814453,49.41730880737305,158.37322998046875,197.74472045898438]"
6481,Data/img_align_celeba/026362.jpg,True,0.1,"[48.6987190246582,70.15247344970703,130.6500701904297,188.01214599609375]"
6481,Data/img_align_celeba/045686.jpg,True,0.1,"[53.26177978515625,67.75406646728516,136.74069213867188,180.67059326171875]"
6564,Data/img_align_celeba/045985.jpg,True,0.1,"[53.57330322265625,62.74675369262695,144.50416564941406,186.7334747314453]"
6564,Data/img_align_celeba/048938.jpg,True,0.1,"[48.713069915771484,64.66947937011719,128.95880126953125,186.70339965820312]"
6564,Data/img_align_celeba/054608.jpg,True,0.1,"[58.64397048950195,68.17916107177734,139.3580322265625,184.31625366210938]"
6691,Data/img_align_celeba/020596.jpg,True,0.1,"[52.22119140625,69.07142639160156,131.89675903320312,174.97360229492188]"
6691,Data/img_align_celeba/027624.jpg,True,0.1,"[46.51315689086914,68.69359588623047,126.27760314941406,177.41876220703125]"
6691,Data/img_align_celeba/032674.jpg,True,0.1,"[27.769990921020508,64.48799896240234,115.8509521484375,181.704345703125]"
6836,Data/img_align_celeba/009702.jpg,True,0.1,"[45.68146514892578,63.56326675415039,128.0688018798828,176.1064910888672]"
6836,Data/img_align_celeba/010380.jpg,True,0.1,"[46.439178466796875,61.49778747558594,128.8874969482422,177.20144653320312]"
6836,Data/img_align_celeba/010521.jpg,True,0.1,"[46.05952453613281,60.377174377441406,127.0354232788086,179.1214599609375]"
6925,Data/img_align_celeba/019105.jpg,True,0.1,"[51.29399871826172,61.5843505859375,132.8916015625,183.29092407226562]"
6925,Data/img_align_celeba/028291.jpg,True,0.1,"[46.45439910888672,65.02306365966797,132.59686279296875,182.80252075195312]"
6925,Data/img_align_celeba/035906.jpg,True,0.1,"[45.95468521118164,65.67306518554688,115.08272552490234,171.90655517578125]"
6951,Data/img_align_celeba/014411.jpg,True,0.1,"[39.87724685668945,55.94411849975586,132.4362030029297,196.21766662597656]"
6951,Data/img_align_celeba/019221.jpg,True,0.1,"[42.58435821533203,61.189395904541016,135.9321746826172,185.48329162597656]"
6951,Data/img_align_celeba/021223.jpg,True,0.1,"[61.21432876586914,47.84288024902344,162.2525177001953,193.94927978515625]"
6971,Data/img_align_celeba/013948.jpg,True,0.1,"[43.76652526855469,59.448631286621094,129.59649658203125,180.61917114257812]"
6971,Data/img_align_celeba/018091.jpg,True,0.1,"[47.718345642089844,68.97052001953125,133.28781127929688,175.6028594970703]"
6971,Data/img_align_celeba/020201.jpg,True,0.1,"[52.39991760253906,68.15947723388672,138.23707580566406,177.90711975097656]"
6977,Data/img_align_celeba/010634.jpg,True,0.1,"[43.53016662597656,57.05448532104492,137.43724060058594,192.8032989501953]"
6977,Data/img_align_celeba/013206.jpg,True,0.1,"[27.682876586914062,66.826416015625,120.7470703125,185.36460876464844]"
6977,Data/img_align_celeba/025898.jpg,True,0.1,"[43.29571533203125,61.97164535522461,127.56855010986328,185.44027709960938]"
7011,Data/img_align_celeba/044255.jpg,True,0.1,"[44.22180938720703,59.02766418457031,137.8362579345703,185.75485229492188]"
7011,Data/img_align_celeba/044532.jpg,True,0.1,"[49.095848083496094,62.17879104614258,135.92970275878906,175.32603454589844]"
7011,Data/img_align_celeba/057708.jpg,True,0.1,"[54.704498291015625,55.73634719848633,145.7929229736328,188.3737335205078]"
7110,Data/img_align_celeba/040586.jpg,True,0.1,"[51.61994934082031,64.73670959472656,136.4239044189453,180.2022247314453]"
7110,Data/img_align_celeba/056798.jpg,True,0.1,"[40.37310791015625,61.8673095703125,129.15843200683594,182.05291748046875]"
7110,Data/img_align_celeba/063621.jpg,True,0.1,"[43.84953689575195,60.83670425415039,132.6925506591797,181.04200744628906]"
7113,Data/img_align_celeba/017276.jpg,True,0.1,"[44.25040817260742,62.77727127075195,129.84274291992188,182.73553466796875]"
7113,Data/img_align_celeba/031219.jpg,True,0.1,"[45.510765075683594,64.1245346069336,129.2078857421875,182.74842834472656]"
7113,Data/img_align_celeba/041707.jpg,True,0.1,"[48.91385269165039,62.100860595703125,126.75281524658203,181.072021484375]"
7233,Data/img_align_celeba/010893.jpg,True,0.1,"[50.04591369628906,52.07535934448242,141.6676788330078,188.82679748535156]"
7233,Data/img_align_celeba/019452.jpg,True,0.1,"[44.56981658935547,57.5958137512207,128.3605194091797,180.3430938720703]"
7233,Data/img_align_celeba/037940.jpg,True,0.1,"[49.10441970825195,50.50907897949219,136.58836364746094,188.79177856445312]"
7237,Data/img_align_celeba/006782.jpg,True,0.1,"[50.000675201416016,68.74987030029297,131.82418823242188,178.18585205078125]"
7237,Data/img_align_celeba/012556.jpg,True,0.1,"[54.900299072265625,63.54100799560547,140.97012329101562,183.611328125]"
7237,Data/img_align_celeba/014695.jpg,True,0.1,"[40.95664978027344,69.71868896484375,116.78384399414062,178.37889099121094]"
7254,Data/img_align_celeba/009658.jpg,True,0.1,"[45.45539093017578,66.17681884765625,132.3821258544922,184.37648010253906]"
7254,Data/img_align_celeba/011077.jpg,True,0.1,"[30.878252029418945,66.70307922363281,125.16094207763672,191.07029724121094]"
7254,Data/img_align_celeba/019532.jpg,True,0.1,"[43.53873825073242,64.95545196533203,130.244140625,186.8807373046875]"
7261,Data/img_align_celeba/014542.jpg,True,0.1,"[50.692657470703125,64.5622329711914,138.20738220214844,185.40951538085938]"
7261,Data/img_align_celeba/014839.jpg,True,0.1,"[43.23469543457031,65.89109802246094,132.5063018798828,180.09909057617188]"
7261,Data/img_align_celeba/015010.jpg,True,0.1,"[59.749542236328125,65.14373779296875,148.0649871826172,183.08448791503906]"
7344,Data/img_align_celeba/023852.jpg,True,0.1,"[42.165489196777344,63.384918212890625,126.34086608886719,177.7399444580078]"
7344,Data/img_align_celeba/028688.jpg,True,0.1,"[51.02336120605469,61.99586486816406,139.1797332763672,186.781005859375]"
7344,Data/img_align_celeba/031498.jpg,True,0.1,"[45.24812316894531,60.75258255004883,134.9993438720703,182.00372314453125]"
7380,Data/img_align_celeba/028642.jpg,True,0.1,"[33.36655044555664,63.0262451171875,126.16746520996094,194.29043579101562]"
7380,Data/img_align_celeba/029194.jpg,True,0.1,"[57.117671966552734,71.2892837524414,136.1232452392578,178.5544891357422]"
7380,Data/img_align_celeba/033604.jpg,True,0.1,"[32.90515899658203,65.75912475585938,118.1314468383789,184.6213836669922]"
7449,Data/img_align_celeba/019569.jpg,True,0.1,"[56.71213912963867,64.35823059082031,138.82916259765625,174.28216552734375]"
7449,Data/img_align_celeba/028110.jpg,True,0.1,"[21.841829299926758,53.68914031982422,109.31316375732422,182.78201293945312]"
7449,Data/img_align_celeba/041699.jpg,True,0.1,"[50.490116119384766,51.9990119934082,147.84580993652344,194.83892822265625]"
7458,Data/img_align_celeba/013537.jpg,True,0.1,"[46.327430725097656,56.84070587158203,131.65740966796875,185.74427795410156]"
7458,Data/img_align_celeba/016488.jpg,True,0.1,"[52.32717514038086,58.57928466796875,133.91090393066406,183.32119750976562]"
7458,Data/img_align_celeba/023038.jpg,True,0.1,"[38.53815460205078,56.490352630615234,129.1151580810547,193.8444366455078]"
7460,Data/img_align_celeba/009031.jpg,True,0.1,"[47.68278121948242,65.1216812133789,133.12966918945312,190.0213623046875]"
7460,Data/img_align_celeba/012732.jpg,True,0.1,"[28.35327911376953,63.150142669677734,124.03438568115234,187.31784057617188]"
7460,Data/img_align_celeba/013711.jpg,True,0.1,"[52.28239440917969,72.70654296875,139.41690063476562,193.1088104248047]"
7624,Data/img_align_celeba/023009.jpg,True,0.1,"[49.91793441772461,62.67771911621094,131.07530212402344,176.30538940429688]"
7624,Data/img_align_celeba/032087.jpg,True,0.1,"[48.565189361572266,69.64537048339844,124.51571655273438,173.74867248535156]"
7624,Data/img_align_celeba/038015.jpg,True,0.1,"[23.960538864135742,56.99128723144531,121.4800033569336,183.10032653808594]"
7666,Data/img_align_celeba/017404.jpg,True,0.1,"[45.33335494995117,62.69319534301758,134.18170166015625,191.58709716796875]"
7666,Data/img_align_celeba/018322.jpg,True,0.1,"[32.359004974365234,68.95343780517578,124.11520385742188,189.80384826660156]"
7666,Data/img_align_celeba/022394.jpg,True,0.1,"[31.32480239868164,61.687538146972656,123.63396453857422,189.07550048828125]"
7770,Data/img_align_celeba/028535.jpg,True,0.1,"[54.73344039916992,68.2200927734375,131.8118896484375,175.2491455078125]"
7770,Data/img_align_celeba/036483.jpg,True,0.1,"[42.905338287353516,66.03199005126953,118.18034362792969,181.01307678222656]"
7770,Data/img_align_celeba/038295.jpg,True,0.1,"[64.50453186035156,66.72135925292969,149.8815155029297,178.48202514648438]"
7782,Data/img_align_celeba/031974.jpg,True,0.1,"[46.51963806152344,62.35165023803711,134.3372039794922,186.07003784179688]"
7782,Data/img_align_celeba/044849.jpg,True,0.1,"[41.89391326904297,64.07781982421875,124.11727142333984,182.82870483398438]"
7782,Data/img_align_celeba/051566.jpg,True,0.1,"[31.60509490966797,63.71937942504883,122.38153076171875,184.88404846191406]"
7850,Data/img_align_celeba/009728.jpg,True,0.1,"[54.43937683105469,68.44091033935547,126.97600555419922,172.78402709960938]"
7850,Data/img_align_celeba/016178.jpg,True,0.1,"[52.7047233581543,62.23554992675781,131.28782653808594,180.54501342773438]"
7850,Data/img_align_celeba/033942.jpg,True,0.1,"[55.815887451171875,74.63602447509766,132.31715393066406,186.8587646484375]"
7892,Data/img_align_celeba/004902.jpg,True,0.1,"[36.39091110229492,69.71263885498047,117.09532165527344,182.3795928955078]"
7892,Data/img_align_celeba/008752.jpg,True,0.1,"[50.83024597167969,79.40319061279297,127.58308410644531,176.6727752685547]"
7892,Data/img_align_celeba/011911.jpg,True,0.1,"[55.83430480957031,76.22003173828125,134.9141387939453,176.9234161376953]"
7917,Data/img_align_celeba/030976.jpg,True,0.1,"[45.764892578125,62.71589279174805,132.91995239257812,192.1207275390625]"
7917,Data/img_align_celeba/040288.jpg,True,0.1,"[49.41548156738281,61.6746940612793,140.6649932861328,191.9332275390625]"
7917,Data/img_align_celeba/043332.jpg,True,0.1,"[41.22272491455078,65.7515640258789,125.83048248291016,183.03717041015625]"
7926,Data/img_align_celeba/034895.jpg,True,0.1,"[49.267845153808594,58.409523010253906,146.5093994140625,192.4296875]"
7926,Data/img_align_celeba/038924.jpg,True,0.1,"[46.981624603271484,57.17649841308594,134.0221405029297,184.5651092529297]"
7926,Data/img_align_celeba/046009.jpg,True,0.1,"[46.36600875854492,61.826446533203125,134.73052978515625,186.08102416992188]"
8209,Data/img_align_celeba/015779.jpg,True,0.1,"[47.05706024169922,67.18476104736328,130.33676147460938,183.54066467285156]"
8209,Data/img_align_celeba/032449.jpg,True,0.1,"[48.58718490600586,69.38825988769531,129.2235565185547,176.272705078125]"
8209,Data/img_align_celeba/032524.jpg,True,0.1,"[53.55774688720703,68.39471435546875,139.1450958251953,180.49241638183594]"
8250,Data/img_align_celeba/011761.jpg,True,0.1,"[49.45018005371094,61.00819396972656,136.49551391601562,190.4286346435547]"
8250,Data/img_align_celeba/011907.jpg,True,0.1,"[40.82167434692383,55.190860748291016,132.09092712402344,191.82496643066406]"
8250,Data/img_align_celeba/017898.jpg,True,0.1,"[46.639854431152344,66.74242401123047,136.15773010253906,182.04476928710938]"
8254,Data/img_align_celeba/034270.jpg,True,0.1,"[45.38341522216797,64.85066986083984,131.97286987304688,182.6115264892578]"
8254,Data/img_align_celeba/048716.jpg,True,0.1,"[43.88616943359375,63.10883331298828,128.76177978515625,179.94558715820312]"
8254,Data/img_align_celeba/053477.jpg,True,0.1,"[49.76066207885742,57.66786575317383,136.88819885253906,185.44618225097656]"
8451,Data/img_align_celeba/056537.jpg,True,0.1,"[49.175865173339844,67.958251953125,134.83534240722656,186.07098388671875]"
8451,Data/img_align_celeba/060179.jpg,True,0.1,"[41.18583297729492,60.58097457885742,127.36445617675781,183.72654724121094]"
8451,Data/img_align_celeba/062983.jpg,True,0.1,"[58.91748046875,71.29537200927734,137.11032104492188,182.6142578125]"
8469,Data/img_align_celeba/005917.jpg,True,0.1,"[36.68167495727539,64.52552032470703,119.33509063720703,178.33639526367188]"
8469,Data/img_align_celeba/007014.jpg,True,0.1,"[52.573978424072266,69.41146087646484,138.08216857910156,178.5869598388672]"
8469,Data/img_align_celeba/007252.jpg,True,0.1,"[48.317649841308594,68.06924438476562,131.63693237304688,178.20188903808594]"
8514,Data/img_align_celeba/009985.jpg,True,0.1,"[49.68975830078125,57.88426971435547,130.1499786376953,187.2534942626953]"
8514,Data/img_align_celeba/017427.jpg,True,0.1,"[50.05643844604492,63.56594467163086,126.55233001708984,183.34593200683594]"
8514,Data/img_align_celeba/023259.jpg,True,0.1,"[46.523380279541016,72.36703491210938,124.05339813232422,178.2726593017578]"
8660,Data/img_align_celeba/042751.jpg,True,0.1,"[36.63998794555664,60.956912994384766,131.17819213867188,187.15672302246094]"
8660,Data/img_align_celeba/046029.jpg,True,0.1,"[44.14790344238281,63.88615417480469,125.878173828125,189.67906188964844]"
8660,Data/img_align_celeba/054054.jpg,True,0.1,"[59.678524017333984,63.58511734008789,146.6277313232422,178.24647521972656]"
8722,Data/img_align_celeba/008315.jpg,True,0.1,"[47.968528747558594,54.124759674072266,141.1033935546875,185.67848205566406]"
8722,Data/img_align_celeba/035619.jpg,True,0.1,"[43.886810302734375,53.65153503417969,131.51744079589844,196.15335083007812]"
8722,Data/img_align_celeba/037762.jpg,True,0.1,"[54.74283981323242,57.62388229370117,137.30459594726562,174.2237548828125]"
8916,Data/img_align_celeba/016409.jpg,True,0.1,"[38.93006134033203,67.1540298461914,118.27008056640625,177.0665740966797]"
